x1	x2	x3	x4	x5	x6	choice
  -1.22178	  -0.35534	  -0.91755	   1.33171	  -0.78836	  -2.41470	   0.00000
  -0.65276	  -1.32096	  -0.82467	   0.81013	  -1.64096	  -0.16311	   0.00000
  -1.45894	   1.48418	  -0.24837	   1.31874	   1.13550	   0.50230	   1.00000
   0.16988	   1.49518	   0.12554	  -0.07236	   1.33096	   0.94290	   1.00000
   0.09083	  -0.08438	  -0.58575	  -0.69946	  -0.95602	  -0.81942	   1.00000
  -0.48139	  -1.15106	  -1.99428	   0.85709	   0.46498	   0.00691	   0.00000
   1.39707	   0.26763	   0.01827	  -1.56371	   1.16339	  -0.25316	   1.00000
   1.49772	  -1.91909	  -1.76020	  -0.22978	  -1.47281	   0.29285	   1.00000
   0.56527	   1.33736	   0.33237	  -1.23684	   0.22959	  -0.61365	   1.00000
  -1.79977	   1.03228	  -1.42354	   0.49845	  -0.19906	  -0.36347	   1.00000
  -1.10469	   0.42937	  -0.07697	  -1.70712	   0.34357	   0.80315	   0.00000
   0.40713	  -1.09731	  -0.64484	  -1.10837	   0.84886	   0.07333	   0.00000
  -0.62856	   1.12285	   1.17828	   0.05622	  -0.36072	   0.56891	   1.00000
  -0.48709	  -0.12600	  -0.80386	  -0.48662	  -1.80559	   0.91624	   1.00000
   0.89897	  -0.39564	   0.58222	   1.74031	   0.24815	  -1.42411	   1.00000
   0.51087	   0.57311	  -1.43538	   0.06837	   0.79388	   0.69449	   0.00000
   1.31415	  -0.74137	   0.11701	  -1.66242	  -1.88222	   0.11266	   1.00000
  -0.42921	   0.02547	  -0.81894	   1.03695	   1.23057	   0.27688	   0.00000
   1.37523	  -0.17472	  -1.24665	   0.41730	   0.90741	   0.07547	   1.00000
  -0.55413	  -0.60910	   0.64697	  -0.94225	  -0.36462	   0.48623	   0.00000
   1.49949	  -2.34849	   0.97499	  -0.30576	   2.42048	   0.32176	   0.00000
   0.10583	  -0.89889	   1.22440	  -0.02257	  -0.81007	   0.36204	   0.00000
  -0.86051	   1.00138	  -0.27207	  -2.33528	  -0.59292	  -1.74053	   1.00000
  -1.63122	  -0.61787	  -0.09156	  -1.29811	   0.89058	   1.15167	   0.00000
  -0.30147	   3.21451	  -0.61394	   0.11584	  -0.72717	   0.96950	   1.00000
  -0.25623	   1.70165	   2.73580	  -1.70674	   0.38287	   1.07057	   1.00000
   0.85766	  -0.18345	   0.63217	  -0.84959	   1.03017	   1.11360	   1.00000
  -0.11059	   0.38508	  -0.44684	  -0.20039	   0.74285	   0.79256	   0.00000
  -0.43243	   2.87807	   0.06707	  -2.66608	   1.03971	  -1.77811	   1.00000
   1.07704	  -0.33416	  -0.01526	  -0.13737	   0.57437	   0.89290	   1.00000
  -0.22483	  -0.37345	   1.40011	   1.87586	   0.92778	   2.06907	   1.00000
  -0.57624	  -0.11307	   0.81642	   0.42244	   0.38559	   0.58494	   1.00000
   0.57461	   0.18136	   0.29307	  -0.99956	  -0.41050	  -2.14927	   1.00000
  -0.48983	  -0.57615	  -0.60811	   0.74578	   0.54530	   0.58324	   1.00000
   0.65880	  -0.53415	  -0.91922	  -0.61629	   1.59676	  -1.03833	   0.00000
  -0.59692	   1.43798	  -0.12458	  -0.63328	  -0.28972	  -0.45689	   1.00000
  -0.22296	   0.04053	   2.38935	  -0.33469	  -0.94434	   3.19001	   0.00000
   0.15218	  -0.61834	  -2.47780	  -1.76738	   0.96127	  -0.72414	   0.00000
  -0.37413	   0.40183	   0.59765	   0.15349	  -0.25913	   1.18376	   1.00000
  -0.01345	   0.35255	  -1.42840	   0.55467	   0.74938	  -0.10227	   1.00000
   0.81547	  -0.60582	   0.41543	   1.58323	   0.96683	   1.85914	   1.00000
   0.41060	  -0.56482	  -0.44547	   0.00813	   2.21794	  -0.34114	   0.00000
   0.48097	   0.09223	   0.38936	   1.08921	   1.42888	   0.31505	   1.00000
  -0.63543	   0.15519	   0.20458	   0.96904	  -0.30364	   0.02759	   0.00000
   0.85283	   1.54523	   0.11972	  -0.38085	   0.33141	  -1.37237	   1.00000
   0.66956	  -0.96814	  -0.07270	  -1.37049	   0.16855	   0.03003	   1.00000
   1.00442	  -0.57846	  -0.08920	  -1.22396	  -1.03927	   0.45472	   0.00000
  -0.72637	   0.35526	   0.24290	   1.33842	   0.57571	   1.85662	   1.00000
  -0.17246	   0.45169	   0.62879	  -1.75771	   1.88470	   0.29953	   1.00000
   0.63353	  -1.90987	  -0.87340	  -0.45717	  -1.00784	   0.62530	   0.00000
  -0.60882	   0.24999	   0.15482	  -0.21679	   0.45779	   0.49393	   1.00000
  -0.22612	  -0.86669	  -0.80021	   0.28900	   1.01831	  -0.02657	   0.00000
   1.92581	   0.80518	  -1.39460	  -1.51329	  -0.73468	  -0.32341	   1.00000
   1.95176	  -0.81441	   0.59904	  -0.05052	  -0.46501	   0.35958	   0.00000
   1.23994	  -0.24802	  -1.17360	  -1.05083	   0.06406	   0.68949	   1.00000
   0.93859	   0.15754	   2.54948	   0.91781	  -0.78903	  -0.64387	   1.00000
  -1.01925	   0.29416	  -0.75907	  -0.51429	   0.71235	  -0.90938	   0.00000
   0.51256	  -0.19565	   0.19407	   0.64496	  -2.16691	   1.29429	   1.00000
  -0.35912	  -0.35800	  -0.44318	   1.27833	  -0.76751	   1.21761	   0.00000
  -1.05857	  -0.95033	  -1.41565	   0.02041	  -0.94497	  -0.90771	   0.00000
  -0.50901	  -0.62822	  -1.94689	  -0.97575	   0.85740	   0.11139	   0.00000
   0.11567	  -1.37793	   0.34511	   0.87189	   0.77519	   1.06861	   0.00000
  -0.54736	   1.53913	   0.59589	   1.27751	   0.18985	   0.18781	   1.00000
  -0.55080	   0.09747	   1.13575	  -0.84861	   1.66936	  -0.50598	   1.00000
   0.79204	  -1.56494	   0.82588	  -0.73752	  -0.36732	  -1.60273	   0.00000
   0.14411	   0.61699	  -0.56608	  -0.84816	  -0.02106	   0.02149	   1.00000
   0.23346	  -1.57449	   1.99021	   0.29107	   0.46537	  -1.38290	   0.00000
   0.11187	  -0.89084	   1.38016	  -1.40558	  -0.62475	  -1.72312	   0.00000
  -0.67570	  -0.03827	  -1.78342	  -2.43704	   0.19807	  -0.36055	   0.00000
  -1.37057	  -1.01368	   0.86413	  -0.24212	   0.73780	   0.55953	   0.00000
   0.31056	  -0.26851	  -2.39030	  -0.16592	  -1.03814	  -0.42479	   1.00000
  -0.50704	   0.47457	   0.61648	   0.06344	   0.82468	  -0.39933	   1.00000
  -2.01078	  -1.85316	  -1.05450	   0.84626	  -0.17592	   0.09082	   0.00000
  -0.39257	   1.53175	   0.63654	  -0.33170	   0.62007	   0.17866	   1.00000
  -1.09222	   0.68005	  -0.67825	  -0.04103	   0.32940	   0.75350	   1.00000
   0.69865	  -0.65259	   0.55632	   0.87834	   0.29675	   0.62964	   0.00000
   0.52163	   2.00809	   0.73638	  -2.08330	  -1.02767	  -1.53754	   1.00000
   0.49689	  -1.09589	  -1.88916	   1.94157	   0.02272	  -0.26984	   0.00000
  -0.66504	   1.05221	   0.02149	  -0.48099	   1.12914	  -0.76690	   1.00000
   0.73155	  -0.32341	  -0.78243	   0.97791	  -0.62816	   1.29865	   0.00000
   0.31965	   1.92451	  -0.20610	  -0.16335	   0.80438	  -0.56357	   1.00000
  -0.40985	   0.32900	   0.37635	  -1.05770	   1.08223	   0.12217	   1.00000
  -0.45334	  -0.19731	   1.47074	  -1.01158	  -0.16574	  -0.38151	   0.00000
   0.89271	  -0.16001	   0.40400	  -0.99514	  -0.07768	  -0.44662	   0.00000
  -0.47360	  -0.10200	   0.67429	  -0.82348	  -0.11670	  -1.16924	   0.00000
   0.30366	  -0.13695	  -0.60286	   1.32997	   0.36850	   1.69658	   1.00000
   1.03396	  -0.33388	   1.27200	  -0.30045	   1.98419	   0.37212	   1.00000
   1.90934	  -0.42173	  -0.73908	  -0.36299	   0.42959	   1.77094	   1.00000
   1.66387	  -0.62762	  -2.42245	  -1.16822	   0.64059	  -1.61769	   1.00000
   0.90082	  -0.00883	  -1.21234	   0.03329	   0.63793	   0.23160	   1.00000
  -1.50591	   0.24954	   2.32222	   0.05845	   0.87251	  -0.80057	   0.00000
  -0.68905	   0.62519	  -0.46050	   0.56192	   0.38773	   0.74755	   0.00000
  -0.54809	   0.20429	   3.13526	  -1.43550	   0.85042	  -0.82349	   1.00000
   1.65315	  -0.04820	   0.27943	  -0.63483	  -0.09684	   0.73659	   1.00000
  -0.69932	  -0.43572	  -0.54933	   0.56531	  -2.11981	   0.77013	   1.00000
   0.38617	   0.18913	   1.05128	  -0.73938	   1.41594	  -0.94601	   1.00000
   0.10087	   0.15275	   0.10133	   0.49922	  -0.31265	  -0.42028	   1.00000
  -0.93513	  -0.38669	   0.30278	  -0.82775	   1.55065	   0.35307	   0.00000
   0.38182	   1.02093	   0.72181	  -0.88770	   1.04584	  -1.82674	   1.00000
   0.39830	   0.68238	   0.29592	  -0.40106	  -0.30167	   0.29538	   1.00000
  -1.25577	  -0.69459	   0.61202	   0.19662	  -0.22359	  -0.60908	   0.00000
   1.22288	  -0.76916	  -2.34681	   1.25672	  -1.23912	  -1.09192	   0.00000
  -2.08651	  -0.57773	  -1.16633	   1.71601	  -0.58512	  -1.61891	   0.00000
  -0.59076	   0.01302	  -0.81475	   0.66139	   0.55091	  -0.03223	   0.00000
   0.97197	  -0.83985	  -0.45920	   0.94229	   0.46520	   0.44130	   1.00000
  -1.19326	  -0.21558	   1.33895	   0.60658	  -0.41186	  -0.48135	   0.00000
   0.35027	   0.44517	  -0.00831	   0.12587	   1.54829	  -0.66036	   1.00000
  -1.29636	  -0.26705	   0.06212	   0.10029	  -0.00404	  -0.80359	   0.00000
  -0.09302	   0.17411	   1.23989	   0.39957	  -0.99127	  -0.84575	   0.00000
  -2.31377	  -0.52170	  -1.15995	   0.53458	   0.01426	   0.21873	   0.00000
  -0.84257	  -0.89920	   0.02011	   1.50226	   0.84697	  -0.93878	   0.00000
  -1.54292	   0.31794	   1.59432	  -0.67952	   0.19162	   0.09361	   0.00000
  -0.40176	  -1.75595	  -1.49536	   1.22477	  -0.02478	  -0.09218	   0.00000
  -0.41523	   2.44145	   0.08305	   0.33557	  -0.05186	   2.22684	   1.00000
  -0.67366	  -1.01153	   0.24701	  -1.92417	  -0.79061	  -0.48251	   0.00000
   0.79791	  -0.77159	  -1.91206	  -0.52740	   0.62379	   1.53718	   1.00000
  -0.88688	  -0.30754	  -0.11536	   0.38600	  -0.21164	   1.99998	   0.00000
   0.63439	  -0.67557	  -0.42270	  -0.19028	   1.85608	  -1.39691	   0.00000
   1.62928	  -0.65665	   0.80994	   2.08128	   0.67585	  -0.04459	   1.00000
   0.13906	   0.30514	   0.07265	  -0.65216	   0.43239	  -1.47841	   1.00000
  -0.85767	  -0.15595	   0.87897	  -0.95213	  -0.54275	  -1.83236	   0.00000
  -1.24934	  -0.47319	   0.65405	  -0.11605	  -0.24715	   0.30042	   0.00000
  -0.70979	  -1.51334	  -0.68283	   1.28611	   0.82667	  -0.38892	   0.00000
   0.70464	  -0.96929	  -0.42482	  -0.91859	  -1.29410	  -1.32259	   1.00000
   0.15559	   0.11478	   0.39416	  -0.09568	   0.02778	   1.85057	   0.00000
   0.93680	   0.13302	  -0.66528	   0.76666	  -0.01145	   0.06491	   1.00000
   0.77033	  -1.41871	   0.07367	   0.07059	  -0.14202	   1.66661	   0.00000
   0.14081	  -0.21061	   0.49863	  -0.91732	   0.49240	   1.40800	   0.00000
   0.47349	  -2.48529	   1.27733	  -0.63862	   0.45903	   0.21986	   0.00000
   1.85525	   0.38492	  -0.22768	  -0.28755	   2.56407	   0.44013	   1.00000
   1.41566	  -0.44595	  -1.70441	   0.47596	   0.33633	  -1.18402	   0.00000
  -0.30275	   1.02832	  -0.96282	  -0.29918	  -1.58225	  -1.42719	   1.00000
   0.98968	   0.42363	   2.35039	   1.04118	  -1.61783	  -0.70658	   1.00000
   0.58585	   1.14677	  -0.90854	  -0.23886	   1.37711	  -1.24140	   1.00000
   1.13639	  -0.40372	  -0.13697	  -1.90961	   1.15155	  -1.36926	   0.00000
   0.67162	  -0.07177	   0.49999	   0.92820	  -0.95950	  -0.00965	   1.00000
  -0.97417	  -0.84923	  -2.45115	   0.19115	   1.73912	  -0.64984	   0.00000
  -1.61968	   0.87585	  -0.15746	   1.07058	   0.63104	  -0.24526	   1.00000
   0.57263	   0.11248	  -1.21330	  -1.35579	  -0.81813	  -0.90857	   1.00000
   1.90262	  -0.17761	   0.70546	   1.54805	   0.30203	  -0.13912	   1.00000
  -0.77566	   1.20607	  -0.82422	  -0.04467	  -0.80300	  -0.83367	   1.00000
  -0.18809	  -1.85463	   0.93844	   1.54425	   0.64023	   0.54737	   0.00000
  -1.03575	   1.02017	   0.02220	  -0.64662	   1.16472	   0.83696	   1.00000
   1.17783	  -0.82150	   0.58472	   0.88729	  -0.89398	  -1.14567	   1.00000
  -2.30517	   0.06309	   1.76170	  -1.22075	   0.13509	   0.06247	   0.00000
  -2.26366	  -1.86187	  -0.75614	   1.09290	  -1.06424	   1.86417	   0.00000
   0.37502	   0.15520	  -0.09693	   1.76133	  -0.57174	   1.67497	   1.00000
  -0.08234	  -0.75973	   2.05060	   2.25923	  -0.63466	  -0.57354	   1.00000
  -0.47962	  -1.17109	  -0.65219	   0.06766	   0.53745	  -1.40774	   0.00000
  -0.30109	   1.40311	  -0.52480	  -1.42817	   1.35732	  -1.94488	   1.00000
   0.53699	  -1.37593	  -0.88155	   0.01949	  -0.33486	   0.56317	   0.00000
  -0.41380	  -0.42471	  -0.21546	  -0.79022	  -1.64665	  -0.66099	   0.00000
  -1.09692	   0.44347	  -1.52320	  -0.26341	  -1.39880	   0.25064	   1.00000
  -0.92736	   0.48009	   0.11731	   1.20937	   0.66376	  -1.11304	   1.00000
   0.88834	  -1.34374	   0.89839	   1.71384	  -1.42715	  -1.06731	   0.00000
  -0.52474	  -0.37941	  -1.59518	   0.45688	   0.47098	  -0.38060	   0.00000
  -1.38528	   1.72163	  -1.73936	  -2.79292	  -1.49633	   1.49538	   1.00000
   0.10218	  -0.46077	  -0.42714	   2.02798	   1.38096	   0.62007	   0.00000
   0.50499	   1.84233	   0.24688	   1.98276	   0.31879	  -0.69792	   1.00000
   1.32896	   0.30573	  -0.68770	  -0.34006	   1.09218	  -3.63356	   1.00000
   0.21790	   0.51792	  -0.87002	  -2.51953	  -2.22583	  -0.87738	   1.00000
  -0.65971	  -2.26368	  -0.36938	   0.10774	  -0.50454	   1.70834	   0.00000
   0.47401	  -0.43337	  -1.02989	   1.20924	  -0.74219	  -0.74151	   1.00000
   0.72717	   1.28965	   0.40249	   1.38496	  -0.21574	  -1.01485	   1.00000
  -0.03891	  -0.42857	  -0.47750	   0.47418	   0.71267	   1.20241	   1.00000
  -0.04460	  -0.80069	  -0.81420	   0.67207	   0.66919	   0.70761	   0.00000
   0.26013	  -0.43759	   1.48941	  -1.36822	  -1.19764	  -1.29167	   0.00000
  -0.06986	   0.52024	   0.68482	   1.36264	  -0.88533	   1.07374	   1.00000
   0.25011	  -0.95878	  -0.66826	   3.09279	   0.82462	   1.06858	   0.00000
  -1.02191	  -0.51180	   0.51564	   0.28082	  -0.98684	  -0.59605	   0.00000
  -1.15044	  -0.94214	  -0.08362	  -0.06804	  -0.02542	   1.18031	   0.00000
  -0.83611	  -1.11842	  -0.15958	   0.92788	   0.03622	  -0.03333	   0.00000
   0.64221	   1.61187	  -0.92843	  -0.38323	  -0.16637	   0.09804	   1.00000
   0.25880	  -1.27467	   1.63471	  -1.06946	  -0.98486	  -0.47797	   0.00000
   1.04024	   0.70715	  -0.53996	  -1.32370	   0.75154	  -0.80730	   1.00000
  -0.18669	   0.12181	   1.01733	   0.22940	  -0.75859	  -0.08240	   0.00000
  -1.14364	   1.19810	   0.26230	  -0.10035	  -1.09373	  -1.92732	   1.00000
   1.14455	   0.63635	  -0.43738	   0.58372	  -0.18219	   0.71780	   1.00000
  -0.01877	  -0.07282	   1.29722	   1.44017	  -0.69618	  -1.05928	   0.00000
   1.28346	   0.97578	   0.97492	   0.66009	   0.33349	  -0.92615	   1.00000
   0.59795	  -0.41736	   0.97065	  -0.15875	   0.43892	   0.10220	   1.00000
   2.18862	  -0.00154	   0.64462	  -1.05103	   0.24699	  -0.27955	   1.00000
  -0.21977	  -0.76202	   0.81663	   2.85635	  -2.00768	  -0.95903	   0.00000
   0.90072	  -0.53437	   1.10849	   0.31076	   0.42919	   1.04882	   1.00000
   0.89136	   0.44051	  -0.11511	   0.07931	  -1.23345	  -0.46901	   1.00000
  -0.55513	  -1.32404	  -0.09706	  -0.70148	   1.34402	   1.67207	   0.00000
  -0.17248	   1.44264	  -1.69045	  -2.20482	   0.06279	   0.68795	   1.00000
  -1.46174	   0.40650	   1.32252	  -0.16399	  -0.92190	  -0.01572	   0.00000
  -1.54880	   1.56327	  -0.77465	   0.85102	  -1.25585	   0.52687	   1.00000
   0.12657	   0.01562	  -2.22120	   0.88978	  -1.96228	  -0.59660	   1.00000
   0.79301	  -0.45248	   1.13610	  -0.25094	   0.19955	   1.68487	   1.00000
   0.63802	   1.07529	  -1.33467	   0.76567	   0.49814	  -0.82591	   1.00000
   0.34002	   1.20360	   0.47576	  -1.83847	  -0.51794	   0.75943	   1.00000
   0.86302	  -0.87111	  -0.96770	  -0.92908	   1.94431	   1.26026	   0.00000
  -0.58970	   0.20411	  -0.46306	   0.84428	  -0.42324	  -0.67202	   0.00000
  -0.27253	   0.24690	   0.06952	   0.07148	   0.04912	  -0.05841	   0.00000
   0.73752	  -0.17748	   1.33894	   0.74315	  -1.32364	   1.09320	   0.00000
   0.43312	  -1.15035	  -0.13834	   0.75266	  -0.61654	  -0.55202	   0.00000
  -0.21019	  -1.23820	  -1.33194	  -0.30003	   0.71705	  -0.61874	   0.00000
   1.32079	   2.41371	   0.64051	  -0.89179	   0.11129	  -0.89002	   1.00000
  -1.29200	   1.17509	   1.23403	   0.37812	  -0.81303	  -0.87195	   0.00000
  -0.51868	   1.59678	  -0.68692	  -0.89243	   0.25343	   1.23475	   1.00000
  -0.28340	  -1.65671	  -0.47581	  -0.72584	   0.57961	  -1.35410	   0.00000
   0.81653	  -2.33148	  -1.94712	   1.22556	   1.98502	  -1.22995	   0.00000
   0.00239	   1.33942	  -1.28866	   0.43537	   0.49608	   0.64646	   1.00000
  -1.26149	  -1.02326	   1.20842	  -1.06121	  -0.24299	  -0.09745	   0.00000
   0.51400	   0.98286	  -0.53106	  -1.06521	  -0.48334	  -0.30915	   1.00000
   1.08755	   0.63855	  -1.32275	   0.10687	   0.63286	   0.52836	   1.00000
   0.73930	   0.66642	  -0.77717	   1.56164	  -0.68048	   1.07912	   1.00000
   0.61915	  -0.10344	  -0.03685	  -0.52426	  -0.15852	   0.25612	   1.00000
  -1.87431	   1.02973	   0.41588	   0.96439	   0.34086	   1.41587	   1.00000
  -0.89989	   0.26810	   0.38140	   0.79157	  -0.42818	   1.70085	   1.00000
   0.48208	  -0.53506	   1.08440	  -0.36873	  -0.84418	  -1.42890	   0.00000
  -0.05489	  -0.42840	   3.41207	  -1.53411	  -0.85609	   1.33874	   0.00000
   0.52256	  -1.20949	   1.73453	  -0.68668	  -0.56484	   1.11705	   0.00000
  -1.26634	  -0.19733	  -0.09763	  -0.07667	   0.01083	   0.51305	   0.00000
  -0.06149	   0.51061	  -0.27577	  -0.50756	   0.34505	   1.04008	   1.00000
  -1.38978	   1.09904	  -0.83584	   0.04926	   0.77275	  -0.61539	   0.00000
  -1.95368	  -0.33373	   0.13556	  -1.58057	   0.55349	  -0.16688	   0.00000
   0.29578	  -0.45884	   0.73186	   0.40281	   1.64432	   0.76400	   1.00000
   0.84259	  -0.82808	  -0.36446	   0.52946	   0.52703	   1.04701	   0.00000
   0.24562	  -0.26349	   0.32095	  -0.26178	   0.27692	  -0.64554	   1.00000
  -0.03300	  -0.71928	   0.27860	  -1.54363	  -1.00148	   0.72871	   0.00000
  -1.56201	  -0.00461	   0.79316	  -0.42150	   0.57658	  -0.53544	   0.00000
   1.00611	  -0.28037	  -0.55120	   0.71483	  -0.87970	   1.25311	   1.00000
  -0.04404	   1.83135	  -0.43641	  -0.72121	   0.56879	  -0.42584	   1.00000
   1.95956	  -0.26979	  -1.23456	   0.44324	  -0.04618	   0.39803	   1.00000
   0.94231	   1.59358	   0.35319	  -1.16552	  -1.28521	  -1.65167	   1.00000
  -2.00513	  -0.60386	  -0.12585	  -1.72761	   0.72219	   0.57573	   0.00000
   0.75505	  -0.18622	   1.97263	   1.66657	  -2.76154	   1.19608	   0.00000
  -1.39654	  -0.24864	   1.50696	   0.12764	   0.03320	  -0.48602	   0.00000
  -0.75950	  -0.16840	   1.07450	  -2.00640	   0.21975	   0.35040	   0.00000
  -0.25076	  -1.21488	   0.75124	   2.26599	  -0.29956	  -0.07638	   0.00000
  -0.09406	  -0.44784	   0.57269	  -1.10071	  -0.05869	   0.01679	   1.00000
   0.39757	   0.38150	   0.04598	  -1.71485	   1.83174	   0.87540	   1.00000
  -1.02286	   0.30984	   0.62494	  -0.99839	  -0.68110	   0.52049	   0.00000
  -1.15069	   0.36727	   1.71436	  -0.12294	   1.50840	   0.81985	   1.00000
   0.60061	  -0.51083	   0.90482	  -1.50043	   0.35560	  -1.42749	   1.00000
  -0.01325	  -1.12608	  -0.19549	  -1.06424	  -0.29817	  -0.59947	   0.00000
   0.17437	   0.45226	   0.01589	   0.51471	   0.93581	   1.24393	   1.00000
  -2.19368	  -2.31998	  -0.46433	  -0.19598	   1.92914	   0.89008	   0.00000
  -0.17714	   1.27641	  -1.16831	   1.07240	   1.22781	  -0.34471	   1.00000
  -0.89073	   0.00711	  -2.22762	   0.51296	  -0.24163	   1.60191	   0.00000
  -0.92063	   0.89531	   0.81337	   0.26110	  -1.09365	   0.44531	   1.00000
   0.92193	  -0.17330	  -0.54773	   1.02039	  -0.21360	   0.31344	   1.00000
  -1.09567	  -0.83435	   1.12877	   1.86257	   1.53566	   0.20980	   0.00000
  -1.09290	   1.20007	   0.42682	   1.08723	   0.92699	   0.82207	   1.00000
  -0.33101	   0.60279	  -0.43448	   0.17762	  -0.46777	   2.16099	   1.00000
   0.45029	   0.00656	   0.59643	  -0.66800	   0.50691	   0.42919	   1.00000
  -0.88401	  -0.52353	  -0.57078	  -2.39086	  -0.57802	   1.91270	   0.00000
   1.23414	   1.40731	   0.10425	   1.92658	  -0.27021	  -1.13692	   1.00000
   1.44985	   1.55114	  -0.23924	  -0.07508	  -0.54114	   0.12363	   1.00000
  -0.88145	  -0.60288	  -0.39342	  -0.68758	  -0.32400	  -0.07417	   0.00000
  -0.24508	  -0.67881	   2.30361	  -1.83754	   1.59216	   0.17417	   1.00000
  -0.77868	  -0.42552	  -0.95048	  -0.12666	  -0.32749	   0.11062	   0.00000
  -1.68538	  -1.29789	  -0.64699	   0.40620	   0.09737	   0.45741	   0.00000
   0.30301	  -0.21497	  -1.05412	   0.90313	  -0.11594	  -0.72663	   1.00000
   0.73359	   0.19829	   0.03373	  -0.10451	  -0.78673	  -1.67652	   1.00000
   2.01186	  -1.81323	  -0.78106	  -1.19813	  -1.34891	   0.81245	   1.00000
  -0.89741	  -0.71486	   0.96898	  -0.30475	  -0.66425	   0.46153	   0.00000
   1.33624	   0.93770	   1.90313	   0.77889	   0.14162	   0.21501	   1.00000
   1.34235	   0.09341	   0.25252	  -0.51987	  -0.30153	   1.44877	   1.00000
   0.19785	  -2.21834	   0.18386	  -3.04953	   0.72196	   0.64436	   0.00000
   0.60216	   0.21359	  -0.23956	   0.43448	  -0.52376	  -1.33133	   1.00000
   0.87327	   0.91914	  -0.52380	   0.50808	   0.34008	   0.64839	   1.00000
   1.97410	   1.04391	  -1.15329	  -0.04564	  -0.12339	   0.05517	   1.00000
   0.47781	   0.91275	   0.46389	  -0.62282	  -0.20093	   0.09464	   1.00000
  -0.06014	  -0.57018	   0.48510	  -0.33619	   0.85062	  -0.51473	   0.00000
  -0.86617	  -0.57696	   2.10614	  -0.46555	  -2.15465	   1.33835	   0.00000
   0.30532	  -0.38892	  -1.58835	  -0.80320	   0.35476	  -0.68868	   0.00000
   1.02416	   0.88241	   0.67735	   0.09867	  -1.67577	  -1.33217	   1.00000
   0.24461	  -1.03074	   0.90993	  -1.42251	  -0.14155	   1.45767	   0.00000
  -0.77992	  -0.66927	   0.46757	  -0.72141	  -0.86802	   0.34171	   0.00000
   0.08908	   0.44543	  -0.57519	  -0.19274	  -0.07689	   0.19161	   1.00000
  -0.12915	  -0.38183	   0.87634	  -1.27507	  -0.15926	  -0.05134	   0.00000
   0.26474	  -1.53392	   0.74426	   0.38286	  -0.50148	   1.61743	   0.00000
  -1.66185	   0.33298	   0.04063	  -0.20104	   0.02500	   0.79934	   0.00000
   0.55079	   1.06505	  -2.26895	  -0.34118	  -1.85738	   0.12741	   1.00000
   0.59542	  -0.74148	   0.70884	   1.05679	  -0.31559	  -0.84484	   1.00000
   0.44485	  -0.17987	   0.20859	   0.83084	   0.59057	   1.26903	   1.00000
  -0.00376	  -0.31338	  -1.64605	  -0.37584	   1.00661	  -0.58268	   0.00000
  -1.80594	   0.03308	  -1.21845	  -1.70071	  -0.58261	   0.05578	   0.00000
  -0.01932	   0.87181	  -0.81541	  -1.01537	  -1.12004	  -0.74573	   1.00000
   1.06071	   0.33202	  -0.28064	   0.78142	   0.12391	   0.05348	   1.00000
  -0.86013	  -0.54964	   0.23839	   1.33337	  -0.43216	  -0.53193	   0.00000
  -1.98927	  -0.63525	   0.77800	  -0.05880	   0.21759	   0.54498	   0.00000
  -1.54056	   0.48526	   0.72701	  -0.15363	  -0.16794	   0.06177	   0.00000
   0.31403	  -1.38567	  -1.35575	   1.72626	   0.62620	   0.18003	   0.00000
   0.37288	  -1.01673	   1.27082	   0.53754	   0.50565	  -2.32048	   0.00000
   0.88629	   0.32056	  -0.13928	  -1.44471	  -3.17105	   1.07293	   1.00000
  -0.05526	   0.42947	  -0.38771	  -1.02948	  -0.14137	   0.36319	   1.00000
  -1.50033	  -0.78576	  -1.41750	  -1.06124	   0.67678	  -0.43779	   0.00000
  -0.81850	  -0.19066	   0.34004	  -0.14669	   0.37938	   0.15697	   0.00000
   0.81884	   1.42137	  -0.88292	   0.02484	   0.30228	   0.52833	   1.00000
   0.14050	  -1.39460	  -1.94230	   1.28262	   0.71093	  -0.54621	   0.00000
   0.64983	   0.00780	   1.41052	  -0.64598	   0.26506	   1.23478	   1.00000
   0.43479	  -1.07602	   0.41982	  -1.55211	  -1.03454	   0.50542	   0.00000
  -0.20496	   1.21822	   0.32457	  -0.73464	  -1.64689	   1.65329	   1.00000
  -0.17401	  -1.17881	   0.00324	   0.43760	   1.04834	  -0.60992	   0.00000
   1.85710	  -0.36711	  -0.41038	  -0.66789	   1.02377	  -0.66678	   1.00000
   0.41467	  -0.12235	  -0.16125	   0.20323	   0.32518	  -0.52783	   1.00000
  -0.12859	  -0.67298	  -0.38939	   0.77921	   1.27414	  -0.42088	   0.00000
   0.45542	  -0.32912	   0.59248	  -0.12582	   0.23760	   0.43196	   1.00000
   0.22291	  -0.03891	   0.07685	  -0.75111	  -0.75818	  -0.12466	   0.00000
  -2.15736	   0.59217	   0.25916	  -0.64745	  -0.50371	  -1.04484	   0.00000
   0.65008	  -1.69773	  -0.76148	   0.24507	   0.05726	   0.07860	   0.00000
   1.82094	  -0.24911	  -0.48185	  -0.90216	  -0.84508	   2.64292	   1.00000
  -0.78028	  -0.40062	   0.38762	  -0.59749	  -1.16086	   0.04220	   0.00000
   1.45404	  -0.39612	  -1.80724	  -1.18554	  -1.09113	   0.25359	   1.00000
  -0.25687	   1.59134	   0.64483	  -0.80810	  -0.53210	  -0.93042	   1.00000
